"level";"id";"parent_id";"object_id";"object_type";"query_status";"query_time";"query_type";"message";"created_time";"updated_time";"from.name";"created_time";"updated_time";"from.id";"comments.data";"comments.summary.order";"comments.summary.total_count";"comments.summary.can_comment";"id";"shares.count"
"1";"15";"1";"26781952138_10159281867017139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"The Prime Minister said the country is in a unique position to leap ahead in this era of information.";"2020-11-19T14:19:29+0000";"2020-11-19T14:59:21+0000";"The Times of India";"2020-11-19T14:19:29+0000";"2020-11-19T14:59:21+0000";"26781952138";"";"ranked";"3";"True";"26781952138_10159281867017139";"4"
"1";"16";"1";"26781952138_10159281824527139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"Sakhi Dhoni celebrates her 32nd birthday with hubby Mahendra Singh Dhoni, daughter Ziva and close family and friends";"2020-11-19T14:10:00+0000";"2020-11-19T15:03:02+0000";"The Times of India";"2020-11-19T14:10:00+0000";"2020-11-19T15:03:02+0000";"26781952138";"";"ranked";"14";"True";"26781952138_10159281824527139";""
"1";"17";"1";"26781952138_10159281851362139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"Here is a compilation of some of the hilarious ones";"2020-11-19T14:08:02+0000";"2020-11-19T14:08:02+0000";"The Times of India";"2020-11-19T14:08:02+0000";"2020-11-19T14:08:02+0000";"26781952138";"";"ranked";"0";"True";"26781952138_10159281851362139";""
"1";"18";"1";"26781952138_10159281628707139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"Vitamin D is extremely crucial for our overall health and well being";"2020-11-19T14:05:00+0000";"2020-11-19T14:05:05+0000";"The Times of India";"2020-11-19T14:05:00+0000";"2020-11-19T14:05:05+0000";"26781952138";"";"ranked";"0";"True";"26781952138_10159281628707139";"2"
"1";"19";"1";"26781952138_10159281824342139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"This pic of Sunny Leone strutting down LA street barefoot and dressed to the nines sums up her whole vivacious personality!";"2020-11-19T13:51:58+0000";"2020-11-19T13:57:54+0000";"The Times of India";"2020-11-19T13:51:58+0000";"2020-11-19T13:57:54+0000";"26781952138";"";"ranked";"3";"True";"26781952138_10159281824342139";""
"1";"20";"1";"26781952138_10159281823237139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"In a video shared by Bharti, Ginni can be seen hiding from the camera";"2020-11-19T13:51:13+0000";"2020-11-19T14:56:25+0000";"The Times of India";"2020-11-19T13:51:13+0000";"2020-11-19T14:56:25+0000";"26781952138";"";"ranked";"18";"True";"26781952138_10159281823237139";"1"
"1";"21";"1";"26781952138_10159281650327139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"The announcement was made by Minister of Civil Aviation Hardeep Singh Puri at a B-School event in India recently.";"2020-11-19T13:35:58+0000";"2020-11-19T13:51:03+0000";"The Times of India";"2020-11-19T13:35:58+0000";"2020-11-19T13:51:03+0000";"26781952138";"";"ranked";"3";"True";"26781952138_10159281650327139";"6"
"1";"22";"1";"26781952138_10159281796747139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"Did you know #SushmitaSen once offered to help daughter Renee to find out her biological parents?";"2020-11-19T13:32:20+0000";"2020-11-19T14:52:55+0000";"The Times of India";"2020-11-19T13:32:20+0000";"2020-11-19T14:52:55+0000";"26781952138";"";"ranked";"5";"True";"26781952138_10159281796747139";"1"
"1";"23";"1";"26781952138_10159281794922139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"Indira Gandhi was born on November 19, 1917, in Allahabad to Jawaharlal and Kamala Nehru. On 103rd birth anniversary of the 'Iron Lady of India' we take a look at her life in pictures";"2020-11-19T13:30:51+0000";"2020-11-19T15:00:37+0000";"The Times of India";"2020-11-19T13:30:51+0000";"2020-11-19T15:00:37+0000";"26781952138";"";"ranked";"30";"True";"26781952138_10159281794922139";"5"
"1";"24";"1";"26781952138_10159281701717139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"Easy ways to get a flat stomach!";"2020-11-19T13:30:01+0000";"2020-11-19T15:00:22+0000";"The Times of India";"2020-11-19T13:30:01+0000";"2020-11-19T15:00:22+0000";"26781952138";"";"ranked";"7";"True";"26781952138_10159281701717139";""
"1";"25";"1";"26781952138_10159281792342139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"Xiaomi is focusing a lot on the premium smartphone segment this year in India.";"2020-11-19T13:28:45+0000";"2020-11-19T14:00:13+0000";"The Times of India";"2020-11-19T13:28:45+0000";"2020-11-19T14:00:13+0000";"26781952138";"";"ranked";"3";"True";"26781952138_10159281792342139";"1"
"1";"26";"1";"26781952138_10159281756647139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"Pahuja's name is among 215 judicial officers who were transferred and posted with immediate effect by a notification issued by the high court on Wednesday";"2020-11-19T13:20:04+0000";"2020-11-19T13:57:57+0000";"The Times of India";"2020-11-19T13:20:04+0000";"2020-11-19T13:57:57+0000";"26781952138";"";"ranked";"6";"True";"26781952138_10159281756647139";"2"
"1";"27";"1";"26781952138_10159281781747139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"";"2020-11-19T13:19:30+0000";"2020-11-19T13:44:24+0000";"The Times of India";"2020-11-19T13:19:30+0000";"2020-11-19T13:44:24+0000";"26781952138";"";"ranked";"3";"True";"26781952138_10159281781747139";""
"1";"28";"1";"26781952138_10159281606382139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"""Burns hasn't done much wrong,"" Ponting told the Cricket Australia website.";"2020-11-19T13:15:00+0000";"2020-11-19T13:15:04+0000";"The Times of India";"2020-11-19T13:15:00+0000";"2020-11-19T13:15:04+0000";"26781952138";"";"ranked";"0";"True";"26781952138_10159281606382139";""
"1";"29";"1";"26781952138_10159281762832139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"";"2020-11-19T13:06:07+0000";"2020-11-19T13:13:32+0000";"The Times of India";"2020-11-19T13:06:07+0000";"2020-11-19T13:13:32+0000";"26781952138";"";"ranked";"1";"True";"26781952138_10159281762832139";""
"1";"30";"1";"26781952138_10159281627867139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"Popstar Selena Gomez who has also openly talked about it, is someone who should be credited for spreading the message.";"2020-11-19T13:05:00+0000";"2020-11-19T13:42:45+0000";"The Times of India";"2020-11-19T13:05:00+0000";"2020-11-19T13:42:45+0000";"26781952138";"";"ranked";"5";"True";"26781952138_10159281627867139";""
"1";"31";"1";"26781952138_10159281596642139";"data";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"";"2020-11-19T13:00:01+0000";"2020-11-19T14:28:59+0000";"The Times of India";"2020-11-19T13:00:01+0000";"2020-11-19T14:28:59+0000";"26781952138";"";"ranked";"4";"True";"26781952138_10159281596642139";"3"
"1";"32";"1";"26781952138";"offcut";"fetched (200)";"2020-11-19 20:33:09.774451";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"33";"1";"26781952138";"empty";"";"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";""
